trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
132,False,"{'a': 0.8763409950793732, 'e': 0.2671353019658504}",25,11,18.149601536172337,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.8754650921087711, 'e': 0.26447726129982396}",20,7,11.132584974005045,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.874590064603334, 'e': 0.261845668580326}",25,9,17.0043614479521,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.8737159116880344, 'e': 0.2592402606458915}",20,6,23.6012166935259,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.8728426324887193, 'e': 0.2566607769535559}",25,10,18.353122053051653,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.8719702261321094, 'e': 0.25410695955280027}",25,6,22.418879389354863,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.8710986917457983, 'e': 0.2515785530597565}",20,0,-32.38347828195976,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
139,False,"{'a': 0.8702280284582515, 'e': 0.2490753046316682}",20,10,18.690597119371116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.8693582353988059, 'e': 0.24659696394160646}",30,0,-4.249914164004105,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
141,False,"{'a': 0.8684893116976679, 'e': 0.2441432831534371}",25,0,-39.361810243676004,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
142,False,"{'a': 0.867621256485914, 'e': 0.24171401689703648}",30,21,12.50918582681065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.866754068895489, 'e': 0.23930892224375455}",25,12,5.208438761271715,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.865887748059205, 'e': 0.2369277586821218}",30,8,28.74185181795996,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.8650222931107413, 'e': 0.23457028809379768}",25,0,-11.313984344940756,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
146,False,"{'a': 0.8641577031846428, 'e': 0.23223627472975886}",25,18,15.636486277175068,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.8632939774163194, 'e': 0.22992548518672387}",25,11,-27.43621971431899,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
148,False,"{'a': 0.8624311149420455, 'e': 0.22763768838381276}",30,0,-11.688712907233995,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
149,False,"{'a': 0.8615691148989583, 'e': 0.22537265553943875}",30,3,20.025015244103386,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.8607079764250578, 'e': 0.22313016014842985}",30,0,-30.70918127247079,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",0
151,False,"{'a': 0.8598476986592055, 'e': 0.22090997795937822}",20,14,-2.7948718606553267,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.8589882807411235, 'e': 0.21871188695221477}",30,14,-21.421623209825025,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
153,False,"{'a': 0.8581297218113938, 'e': 0.21653566731600707}",20,12,13.174332742461104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.8572720210114575, 'e': 0.21438110142697797}",30,13,-0.40639049321712517,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
155,False,"{'a': 0.8564151774836135, 'e': 0.21224797382674307}",25,13,16.924381758784577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.8555591903710185, 'e': 0.21013607120076475}",20,16,6.865262182720138,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.8547040588176851, 'e': 0.20804518235702046}",30,22,14.299973597397145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.8538497819684817, 'e': 0.20597509820488347}",20,2,31.103337198955483,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.8529963589691315, 'e': 0.20392561173421345}",20,12,15.744779218438975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.8521437889662113, 'e': 0.2018965179946554}",20,5,1.0116036381360982,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.8512920711071511, 'e': 0.1998876140751445}",25,0,6.90371727822301,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.850441204540233, 'e': 0.19789869908361468}",25,7,12.02253705129981,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.8495911884145902, 'e': 0.19592957412690934}",20,0,-34.266700042544066,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
164,False,"{'a': 0.8487420218802068, 'e': 0.19398004229089189}",20,10,5.21181778467741,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.8478937040879159, 'e': 0.1920499086207541}",20,0,0.8143179157759537,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
166,False,"{'a': 0.8470462341893996, 'e': 0.19013898010152053}",20,8,-7.03512536840989,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
167,False,"{'a': 0.8461996113371882, 'e': 0.1882470656387468}",20,12,14.59984086879843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.8453538346846587, 'e': 0.18637397603941}",25,15,20.518708407383574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8445089033860343, 'e': 0.1845195239929893}",20,15,9.487969623732535,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8436648165963837, 'e': 0.18268352405273466}",30,16,15.109193731722925,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.8428215734716199, 'e': 0.1808657926171221}",25,12,23.921049460226975,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.8419791731684999, 'e': 0.17906614791149325}",20,9,23.849770461148335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8411376148446232, 'e': 0.17728440996987782}",20,0,23.54656390916808,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.8402968976584314, 'e': 0.1755204006169969}",25,12,6.825991636457653,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.8394570207692074, 'e': 0.17377394345044514}",20,13,6.232368168555121,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.838617983337074, 'e': 0.17204486382305054}",25,13,-55.502900271755585,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
177,False,"{'a': 0.8377797845229938, 'e': 0.17033298882540945}",20,7,24.768373472376744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8369424234887681, 'e': 0.16863814726859552}",20,13,0.380751531746395,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.8361058993970355, 'e': 0.16696016966704072}",30,19,18.817880902355164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.835270211411272, 'e': 0.16529888822158656}",25,12,16.892988734134494,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8344353586957896, 'e': 0.16365413680270408}",20,9,-25.36720960915945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.8336013404157353, 'e': 0.16202575093388077}",30,14,-25.14356401276725,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
183,False,"{'a': 0.832768155737091, 'e': 0.16041356777517277}",20,0,23.304823602960116,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.8319358038266718, 'e': 0.1588174261069207}",20,10,18.731362930863423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8311042838521256, 'e': 0.1572371663136276}",20,7,26.69268242610583,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8302735949819328, 'e': 0.1556726303679973}",25,6,28.537888328834384,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8294437363854039, 'e': 0.15412366181513143}",20,0,23.681483818269516,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.8286147072326806, 'e': 0.15259010575688386}",20,15,8.925950647369856,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8277865066947336, 'e': 0.15107180883637084}",20,14,7.917667614243701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8269591339433623, 'e': 0.14956861922263506}",25,13,-64.53643695640207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
191,False,"{'a': 0.8261325881511938, 'e': 0.14808038659546244}",20,5,26.316242709578525,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8253068684916823, 'e': 0.14660696213035015}",25,9,-35.41915795458951,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
193,False,"{'a': 0.8244819741391082, 'e': 0.14514819848362376}",20,0,11.437413605901881,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
194,False,"{'a': 0.8236579042685769, 'e': 0.14370394977770296}",25,0,2.8002483628747386,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.8228346580560184, 'e': 0.1422740715865136}",25,13,20.75662220038554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8220122346781865, 'e': 0.140858420921045}",20,0,21.476847868727646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.821190633312658, 'e': 0.13945685621505094}",20,14,8.63397106306809,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8203698531378311, 'e': 0.13806923731089282}",35,23,24.96893759984512,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8195498933329256, 'e': 0.13669542544552388}",25,0,6.917327453313314,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
200,False,"{'a': 0.8187307530779818, 'e': 0.1353352832366127}",20,12,2.183039768654831,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.8179124315538594, 'e': 0.13398867466880496}",20,13,-0.28521256770259606,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.8170949279422366, 'e': 0.13265546508012174}",20,12,17.165079197076196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8162782414256099, 'e': 0.13133552114849306}",30,16,12.77476523806708,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.8154623711872927, 'e': 0.13002871087842593}",25,6,-34.198388307384626,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
205,False,"{'a': 0.8146473164114145, 'e': 0.12873490358780426}",20,11,17.75102179431534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8138330762829207, 'e': 0.12745396989482075}",25,0,-12.206208545271156,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
207,False,"{'a': 0.813019649987571, 'e': 0.12618578170503877}",30,17,21.817669890891665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8122070367119391, 'e': 0.12493021219858243}",20,14,10.69217756490448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8113952356434114, 'e': 0.12368713581745484}",20,11,-23.816829248058912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.8105842459701871, 'e': 0.12245642825298192}",20,3,1.496128007186838,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
211,False,"{'a': 0.8097740668812763, 'e': 0.1212379664333817}",20,10,21.917735268892436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8089646975664999, 'e': 0.12003162851145674}",20,5,30.183969873048056,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8081561372164884, 'e': 0.11883729385240967}",30,13,24.08819147949024,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.8073483850226815, 'e': 0.1176548430217792}",25,17,15.765002899064616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8065414401773269, 'e': 0.11648415777349698}",20,7,-0.5661656044922445,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.8057353018734796, 'e': 0.11532512103806253}",25,13,-15.424415188949109,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.8049299693050015, 'e': 0.11417761691083651}",30,8,22.353930222395352,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.8041254416665596, 'e': 0.11304153064044986}",20,11,14.559036629424043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8033217181536265, 'e': 0.11191674861732889}",30,15,-40.08767272655548,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
220,False,"{'a': 0.8025187979624785, 'e': 0.11080315836233387}",25,12,17.425772228127943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8017166802901953, 'e': 0.10970064851551142}",30,0,35.46997119874627,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.8009153643346592, 'e': 0.10860910882495797}",25,10,6.2761948040893,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.8001148492945541, 'e': 0.10752843013579497}",30,20,18.5833829360784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7993151343693651, 'e': 0.10645850437925282}",20,12,19.925793704872245,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7985162187593771, 'e': 0.10539922456186435}",25,12,25.93658974069156,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7977181016656743, 'e': 0.10435048475476501}",25,11,19.997374961842272,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7969207822901396, 'e': 0.10331218008310021}",30,15,23.199694323698065,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7961242598354538, 'e': 0.10228420671553745}",25,11,10.513864872510469,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.795328533505094, 'e': 0.10126646185388341}",20,9,21.75546695841087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.794533602503334, 'e': 0.10025884372280372}",25,7,35.306447876906695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7937394660352428, 'e': 0.09926125155964566}",25,11,2.334673920887181,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
232,False,"{'a': 0.7929461233066837, 'e': 0.09827358560436156}",20,9,-18.630475512302528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.792153573524314, 'e': 0.09729574708953277}",25,14,19.364483814463192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7913618158955839, 'e': 0.09632763823049305}",25,18,11.216256268178764,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.7905708496287356, 'e': 0.09536916221554963}",25,7,28.914102394680086,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7897806739328027, 'e': 0.09442022319630236}",20,1,-10.655505710891081,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.7889912880176096, 'e': 0.09348072627805848}",30,12,23.208939486379055,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.7882026910937704, 'e': 0.09255057751034329}",20,0,18.16482126311105,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.787414882372688, 'e': 0.09162968387750485}",25,8,29.23369817723023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7866278610665535, 'e': 0.09071795328941253}",25,8,27.961030748136807,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7858416263883455, 'e': 0.08981529457224764}",20,4,11.927745933035418,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.7850561775518295, 'e': 0.08892161745938636}",25,10,29.012946393207418,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7842715137715565, 'e': 0.08803683258237256}",35,23,16.951681167900514,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.7834876342628626, 'e': 0.08716085146198131}",20,13,-28.164788125335377,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.7827045382418681, 'e': 0.08629358649937051}",30,18,21.2534694238394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7819222249254772, 'e': 0.08543495096732125}",30,16,10.97313376881317,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.7811406935313765, 'e': 0.0845848590015647}",20,9,21.008739675533658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7803599432780343, 'e': 0.08374322559219598}",30,19,16.538599076223377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7795799733847004, 'e': 0.08290996657517267}",25,0,-18.378648894238456,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
250,False,"{'a': 0.7788007830714049, 'e': 0.08208499862389881}",20,0,28.857615578958296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.7780223715589574, 'e': 0.08126823924089169}",25,14,11.822262328500688,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7772447380689461, 'e': 0.08045960674953244}",25,8,-19.30122914778271,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
253,False,"{'a': 0.7764678818237378, 'e': 0.07965902028589801}",25,11,32.190567333882925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.775691802046476, 'e': 0.07886639979067496}",20,8,20.423302567877013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.774916497961081, 'e': 0.07808166600115314}",20,0,20.66653862357247,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.7741419687922484, 'e': 0.07730474044329975}",20,0,-14.243043984272521,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
257,False,"{'a': 0.7733682137654491, 'e': 0.07653554542391153}",25,16,18.396307897565084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.772595232106928, 'e': 0.07577400402284548}",25,10,26.04757972726585,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7718230230437034, 'e': 0.07502004008532698}",30,16,26.096689769819683,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7710515858035663, 'e': 0.07427357821433388}",20,6,21.50854987817404,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7702809196150792, 'e': 0.07353454376305711}",25,15,16.854890430606435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7695110237075758, 'e': 0.0728028628274356}",20,8,19.558829198683718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
